age,job,marital,education,smoker,monthlyincome,houseowner,loan,contact,MOD,monthlyhouseholdincome,target_buy
48,unemployed,married,Graduate,no,4529,yes,no,unknown,668,5033,yes
36,management,single,Graduate,no,6531,yes,no,cellphone,81,7126,yes
41,management,single,secondary,no,5764,no,no,cellphone,230,5945,yes
55,blue-collar,married,secondary,no,5383,no,no,unknown,287,5898,yes
70,retired,married,primary,no,8782,no,no,cellphone,618,9551,yes
41,management,married,Graduate,no,5326,yes,no,cellphone,788,5553,no
47,services,divorced,secondary,no,5691,no,no,cellphone,285,6408,yes
34,technician,single,secondary,no,5000,no,no,cellphone,163,5135,yes
33,management,single,Graduate,no,5099,no,no,cellphone,159,5338,yes
58,retired,married,secondary,no,5502,yes,no,cellphone,197,6313,yes
51,management,married,Graduate,no,4985,no,no,cellphone,212,5719,yes
45,management,married,Graduate,no,6929,yes,no,unknown,44,7397,yes
55,admin.,married,secondary,no,5000,no,no,cellphone,180,5183,yes
30,blue-collar,single,primary,no,5185,no,no,unknown,11,5901,yes
33,management,single,secondary,no,4576,yes,no,unknown,863,5433,yes
27,services,single,secondary,no,5000,yes,no,unknown,388,5129,yes
59,retired,married,secondary,no,5319,yes,no,unknown,143,5970,yes
34,management,single,Graduate,no,5171,yes,no,cellphone,191,5527,yes
47,technician,divorced,Graduate,no,3852,yes,yes,unknown,62,4136,yes
44,blue-collar,married,primary,no,4989,yes,no,unknown,13,5340,yes
35,admin.,single,secondary,no,5000,yes,no,cellphone,1073,5961,no
45,management,married,Graduate,no,4794,yes,no,cellphone,337,5494,yes
42,blue-collar,married,primary,no,5704,yes,yes,telephone,88,6325,yes
38,technician,married,secondary,no,6931,no,no,cellphone,167,7761,yes
34,technician,single,secondary,no,5943,no,no,cellphone,96,6740,yes
35,technician,married,secondary,no,5327,yes,no,cellphone,537,5376,yes
29,management,single,secondary,no,4895,yes,no,unknown,5,5686,yes
58,retired,married,secondary,no,5983,no,no,cellphone,139,6702,yes
44,blue-collar,single,primary,no,5787,yes,no,unknown,570,6748,yes
45,entrepreneur,married,Graduate,no,5000,yes,no,cellphone,100,5039,yes
43,blue-collar,married,secondary,no,8060,yes,no,unknown,253,8523,yes
44,services,married,secondary,no,10780,yes,no,cellphone,525,11557,yes
30,technician,single,secondary,no,5790,no,no,cellphone,696,6600,yes
38,unemployed,married,Graduate,no,6449,no,no,unknown,535,7202,yes
50,technician,married,secondary,no,6412,no,no,cellphone,131,7003,yes
21,student,single,secondary,no,5681,no,no,unknown,6,5899,yes
38,entrepreneur,married,Graduate,no,5228,yes,no,cellphone,105,5358,yes
42,admin.,married,secondary,no,5000,no,no,unknown,370,5417,yes
45,technician,single,Graduate,no,7087,no,no,cellphone,29,7882,yes
34,entrepreneur,married,secondary,no,5002,yes,yes,cellphone,184,5887,yes
48,technician,married,secondary,no,5197,no,yes,cellphone,47,5892,yes
34,services,married,secondary,no,5000,no,yes,unknown,193,5391,yes
32,blue-collar,married,secondary,no,6905,yes,no,cellphone,709,7379,no
35,technician,married,Graduate,no,5118,no,no,cellphone,358,5874,yes
39,entrepreneur,married,Graduate,no,7644,yes,no,unknown,253,8215,yes
36,self-employed,married,Graduate,no,21430,yes,no,unknown,197,21772,yes
35,technician,married,secondary,no,5013,no,no,cellphone,94,5278,yes
57,services,divorced,secondary,no,5014,no,yes,cellphone,445,5083,yes
28,technician,single,secondary,no,5769,yes,no,cellphone,153,6214,yes
43,admin.,married,unknown,no,8485,no,no,unknown,113,8553,yes
57,management,married,secondary,no,5139,no,no,cellphone,80,5694,yes
34,services,divorced,secondary,no,5202,yes,no,unknown,318,5291,yes
36,technician,married,Graduate,no,5006,yes,no,cellphone,100,5873,yes
47,management,divorced,Graduate,no,7515,no,no,unknown,40,7650,yes
36,management,divorced,Graduate,no,10195,yes,no,unknown,55,10417,yes
33,management,married,Graduate,no,7098,no,no,cellphone,67,7574,yes
57,management,married,Graduate,no,5320,no,no,cellphone,76,6033,yes
57,management,married,Graduate,no,8431,yes,no,unknown,73,9118,yes
34,admin.,married,secondary,no,5050,yes,no,unknown,89,5633,yes
51,housemaid,divorced,Graduate,no,5370,yes,no,cellphone,109,5600,yes
54,blue-collar,divorced,primary,no,4818,no,no,cellphone,98,4951,yes
52,self-employed,single,Graduate,no,6623,yes,no,unknown,21,7013,yes
43,entrepreneur,married,Graduate,no,18342,yes,no,cellphone,465,18627,yes
58,retired,single,primary,no,11570,no,no,cellphone,106,12189,yes
53,admin.,married,secondary,no,5225,yes,no,cellphone,304,5948,yes
44,management,married,secondary,no,4335,no,no,cellphone,342,5310,yes
29,management,single,Graduate,no,5000,no,no,unknown,16,5755,yes
27,services,single,secondary,no,5054,yes,no,unknown,543,5728,no
35,blue-collar,married,primary,no,5046,no,no,cellphone,338,5666,yes
40,self-employed,married,secondary,no,5002,no,no,cellphone,197,5803,yes
34,blue-collar,married,secondary,no,5103,yes,yes,unknown,956,5907,yes
38,admin.,single,secondary,no,5883,yes,no,cellphone,95,6535,yes
32,services,married,secondary,no,5055,yes,no,unknown,546,5199,yes
41,admin.,married,secondary,no,13238,yes,yes,unknown,124,14177,yes
25,blue-collar,single,secondary,no,5913,yes,no,cellphone,113,5958,yes
38,blue-collar,divorced,secondary,no,5595,yes,no,cellphone,245,6058,yes
26,technician,single,secondary,no,5007,yes,no,cellphone,188,5839,yes
37,technician,single,Graduate,no,6661,no,no,cellphone,199,7035,yes
30,management,married,Graduate,no,5102,yes,no,cellphone,470,6018,no
36,services,married,secondary,no,5338,no,no,unknown,90,5551,yes
33,management,married,secondary,no,8132,yes,no,unknown,350,8669,yes
33,admin.,single,Graduate,no,5490,yes,no,cellphone,31,5525,yes
35,management,married,Graduate,no,7682,yes,no,cellphone,156,7979,yes
24,services,married,Graduate,no,5000,yes,no,unknown,299,5237,yes
29,unemployed,married,secondary,no,5596,no,no,cellphone,510,5607,yes
54,blue-collar,married,secondary,no,7059,yes,no,cellphone,177,7628,yes
27,admin.,married,secondary,no,5132,no,no,cellphone,123,5745,yes
34,management,married,secondary,no,5000,no,no,cellphone,270,5341,yes
39,blue-collar,married,primary,no,5385,yes,no,unknown,225,5990,yes
38,management,married,Graduate,no,5223,no,no,cellphone,63,5833,yes
37,management,married,Graduate,no,5000,yes,no,unknown,247,5174,yes
26,services,single,secondary,no,5512,yes,yes,cellphone,206,5749,yes
36,entrepreneur,married,Graduate,no,6169,yes,no,unknown,168,7080,yes
35,management,single,Graduate,no,5071,yes,no,unknown,836,5167,yes
30,management,single,Graduate,no,5940,no,no,cellphone,131,6183,yes
25,technician,single,secondary,no,4920,yes,yes,unknown,89,5613,yes
34,technician,married,secondary,no,5000,yes,no,cellphone,116,5604,yes
52,unknown,married,unknown,no,6317,no,no,unknown,58,7293,yes
39,admin.,married,secondary,no,5179,no,no,unknown,36,5670,yes
34,management,married,secondary,no,6007,yes,no,cellphone,240,6402,yes
34,management,single,secondary,no,5000,no,no,cellphone,132,5346,yes
30,services,married,secondary,no,6286,yes,yes,cellphone,544,7041,yes
33,services,married,secondary,no,5804,yes,yes,unknown,266,6297,yes
30,student,single,secondary,no,5004,no,no,cellphone,443,5786,yes
51,blue-collar,married,primary,no,5000,yes,no,cellphone,324,5373,yes
36,services,single,secondary,no,5417,yes,no,cellphone,15,6293,yes
48,blue-collar,married,primary,no,6678,no,no,cellphone,263,7354,yes
37,services,divorced,secondary,no,5532,yes,no,unknown,199,5587,yes
58,management,married,secondary,no,5407,yes,no,cellphone,145,5646,yes
56,management,divorced,Graduate,no,5659,no,yes,cellphone,56,6544,yes
34,blue-collar,married,secondary,no,5393,yes,no,cellphone,11,5577,yes
33,admin.,divorced,secondary,no,5661,yes,no,cellphone,411,6064,yes
26,services,single,secondary,no,5000,no,no,cellphone,165,5329,yes
40,management,single,unknown,no,5838,yes,no,unknown,619,6298,yes
35,services,married,secondary,no,5195,yes,no,cellphone,203,5587,yes
45,entrepreneur,married,secondary,no,5068,yes,no,unknown,254,5400,yes
37,technician,single,secondary,no,4758,yes,no,cellphone,1149,5178,no
35,management,divorced,Graduate,no,5321,yes,no,unknown,189,5752,yes
43,services,single,secondary,no,8403,yes,no,cellphone,707,9076,no
28,blue-collar,married,secondary,no,5008,yes,no,cellphone,196,5192,yes
32,blue-collar,divorced,secondary,no,5739,yes,no,unknown,171,5855,yes
26,unemployed,single,secondary,no,5622,no,no,cellphone,1451,5737,no
35,services,married,secondary,no,5152,yes,no,unknown,563,5915,no
35,technician,single,secondary,no,5002,no,no,cellphone,239,5459,yes
39,blue-collar,married,secondary,no,6439,yes,no,telephone,73,7330,yes
42,blue-collar,divorced,secondary,no,6491,yes,no,cellphone,203,6597,yes
32,technician,single,secondary,no,11402,yes,no,cellphone,158,11550,yes
30,unemployed,married,secondary,no,6210,no,no,cellphone,100,7182,yes
26,management,single,Graduate,no,5122,no,yes,cellphone,160,5359,yes
30,student,single,secondary,no,5000,yes,no,cellphone,661,5658,yes
32,management,married,Graduate,no,5062,yes,no,cellphone,166,5740,yes
47,services,married,secondary,no,8333,yes,yes,cellphone,114,8698,yes
33,technician,married,Graduate,no,21992,yes,no,unknown,58,22373,yes
57,blue-collar,married,primary,no,5023,yes,no,telephone,25,5071,yes
35,admin.,married,secondary,no,5000,yes,no,cellphone,121,5687,yes
53,technician,married,Graduate,no,11072,no,yes,unknown,226,11141,yes
24,retired,single,secondary,no,5366,no,yes,unknown,234,6343,yes
54,management,divorced,Graduate,no,5000,no,yes,cellphone,88,5593,yes
31,management,married,Graduate,no,6343,yes,yes,unknown,85,6539,yes
41,entrepreneur,married,secondary,no,7105,yes,no,cellphone,134,7138,yes
44,unknown,married,secondary,no,7319,no,no,cellphone,251,8000,yes
35,services,single,secondary,no,5035,yes,no,cellphone,152,5836,yes
30,management,married,Graduate,no,5877,no,no,cellphone,202,5989,yes
43,blue-collar,single,primary,no,5030,yes,no,unknown,379,5582,yes
51,entrepreneur,married,secondary,yes,2918,no,yes,cellphone,123,2990,yes
60,retired,married,secondary,no,5089,no,no,cellphone,156,5533,yes
43,self-employed,married,secondary,no,5104,no,no,unknown,332,6091,yes
31,management,married,Graduate,no,6750,yes,no,telephone,90,6827,yes
56,management,married,primary,no,5772,yes,no,telephone,291,6057,yes
42,technician,married,secondary,no,6048,yes,no,telephone,23,6792,yes
52,entrepreneur,married,primary,no,5592,no,no,cellphone,122,6430,yes
40,technician,married,secondary,no,5000,yes,yes,cellphone,105,5413,yes
36,services,married,secondary,no,8064,yes,no,telephone,1143,8769,yes
40,services,married,primary,no,5033,no,no,unknown,70,5236,yes
46,blue-collar,married,secondary,no,5000,yes,no,cellphone,264,5524,yes
32,admin.,single,secondary,no,6649,no,no,cellphone,204,7201,yes
31,housemaid,single,Graduate,no,5287,yes,no,cellphone,182,5380,yes
41,technician,divorced,secondary,no,5000,yes,no,cellphone,386,5324,yes
58,housemaid,married,primary,no,5419,no,yes,unknown,295,5642,yes
36,services,married,secondary,no,5257,yes,no,cellphone,86,5469,yes
52,technician,married,secondary,no,5118,no,no,cellphone,16,6066,yes
42,management,married,Graduate,no,5251,no,no,cellphone,413,5958,yes
32,management,single,Graduate,no,6731,yes,yes,unknown,323,7123,yes
62,management,married,Graduate,no,5000,no,no,cellphone,78,5777,yes
31,technician,single,Graduate,no,5023,no,no,cellphone,121,5574,yes
41,blue-collar,single,secondary,yes,4614,no,yes,cellphone,477,4879,no
34,self-employed,married,Graduate,no,10498,no,no,cellphone,265,10816,yes
44,management,single,Graduate,no,10063,no,no,cellphone,418,10952,no
42,blue-collar,married,primary,no,12041,yes,no,cellphone,386,12334,yes
37,entrepreneur,single,secondary,no,5654,no,no,unknown,594,6060,yes
47,management,married,Graduate,no,6890,no,no,cellphone,161,7025,yes
32,unemployed,married,secondary,no,7400,yes,yes,cellphone,450,8228,yes
46,blue-collar,married,secondary,no,5519,yes,no,cellphone,217,5587,yes
39,technician,single,Graduate,no,6190,no,no,cellphone,136,6360,yes
28,services,single,secondary,no,5229,yes,no,unknown,322,5638,yes
26,student,single,secondary,no,5203,no,no,cellphone,104,5656,yes
52,technician,married,secondary,no,6818,no,yes,cellphone,189,7639,yes
42,unemployed,married,secondary,no,6289,no,no,cellphone,250,6468,no
33,technician,divorced,Graduate,no,5039,no,no,cellphone,123,5464,yes
73,retired,married,primary,no,5796,no,no,cellphone,427,6744,no
35,admin.,single,secondary,no,5057,no,yes,cellphone,632,6001,yes
40,management,married,Graduate,no,6548,yes,no,cellphone,101,7090,yes
51,technician,married,secondary,no,5117,no,no,cellphone,467,5617,no
37,admin.,single,secondary,no,5000,yes,no,cellphone,640,5934,yes
39,management,married,Graduate,no,5691,yes,yes,cellphone,517,6118,yes
28,blue-collar,married,secondary,no,5064,yes,no,unknown,160,5509,yes
49,technician,divorced,Graduate,no,5000,yes,no,cellphone,177,5547,yes
36,admin.,married,secondary,no,5957,yes,no,unknown,206,6241,yes
45,technician,married,secondary,no,5118,yes,no,unknown,208,6021,yes
29,technician,single,Graduate,no,5218,yes,no,cellphone,169,5800,yes
35,management,married,secondary,no,5724,yes,no,cellphone,287,6390,no
35,housemaid,married,Graduate,no,5020,yes,yes,cellphone,505,5136,yes
30,blue-collar,married,secondary,no,4972,yes,no,cellphone,284,5929,yes
46,blue-collar,married,primary,no,5665,no,no,cellphone,89,6388,yes
25,student,single,Graduate,no,5005,no,no,cellphone,138,5188,yes
36,management,married,Graduate,no,5925,no,no,cellphone,321,6045,no
42,blue-collar,married,primary,no,7519,yes,no,unknown,262,7598,yes
57,admin.,married,secondary,no,8927,no,no,cellphone,61,9104,yes
42,management,divorced,Graduate,no,5401,yes,no,cellphone,217,6282,yes
29,management,married,Graduate,no,5581,yes,yes,cellphone,192,5974,yes
36,technician,married,Graduate,no,6327,no,no,cellphone,174,6598,yes
31,unemployed,married,secondary,no,8242,no,no,unknown,292,8279,yes
59,technician,married,primary,no,8163,yes,no,unknown,240,8398,yes
50,unemployed,divorced,secondary,no,5032,no,no,cellphone,282,5444,yes
47,admin.,married,secondary,no,5310,yes,yes,telephone,128,5923,yes
46,housemaid,married,primary,no,5000,no,no,telephone,161,5450,yes
26,blue-collar,single,primary,no,5155,yes,no,cellphone,291,5631,yes
31,services,single,secondary,no,16386,yes,no,cellphone,356,16703,yes
30,services,married,Graduate,no,6380,yes,no,unknown,294,6759,yes
47,blue-collar,single,unknown,no,7443,no,no,unknown,422,7713,yes
23,technician,single,Graduate,no,6129,yes,no,unknown,806,6218,no
44,unemployed,single,primary,no,9232,no,no,unknown,227,10174,yes
42,self-employed,married,secondary,no,10564,no,no,cellphone,560,11306,yes
32,services,single,secondary,no,4598,yes,no,cellphone,135,4860,yes
28,admin.,single,secondary,no,6323,yes,no,unknown,361,6435,yes
57,retired,married,primary,no,6623,yes,yes,cellphone,246,6744,yes
38,technician,married,Graduate,no,6042,yes,no,cellphone,419,7042,yes
22,student,single,secondary,no,7488,no,no,cellphone,449,7771,no
54,admin.,married,secondary,no,5865,yes,no,cellphone,71,6755,yes
32,technician,married,Graduate,no,3947,yes,no,cellphone,357,4193,yes
32,management,married,Graduate,no,6667,yes,no,cellphone,164,7465,yes
59,admin.,divorced,secondary,no,5975,yes,no,unknown,263,6001,yes
45,technician,married,secondary,no,7571,no,no,unknown,146,7788,yes
53,unknown,married,primary,no,5732,no,no,cellphone,759,6070,no
50,admin.,divorced,secondary,no,5769,no,no,cellphone,72,6566,yes
34,technician,married,secondary,no,4864,yes,yes,cellphone,131,5056,yes
35,admin.,divorced,secondary,no,8636,no,yes,cellphone,808,9331,no
30,management,married,Graduate,no,5931,no,no,cellphone,1183,6444,yes
62,housemaid,married,secondary,no,5565,no,no,cellphone,123,6407,yes
40,blue-collar,married,secondary,no,5271,yes,no,unknown,483,6195,yes
26,self-employed,single,Graduate,no,6153,no,no,cellphone,238,6285,yes
34,management,married,Graduate,no,4927,yes,no,cellphone,90,5755,yes
50,unknown,married,unknown,no,5558,no,no,cellphone,464,6143,no
31,unknown,divorced,Graduate,no,5137,no,no,cellphone,385,5358,yes
35,technician,married,secondary,no,5700,yes,no,unknown,240,5904,yes
55,retired,married,primary,no,4034,no,yes,cellphone,104,4232,yes
34,admin.,married,secondary,no,5096,no,no,cellphone,109,5360,yes
58,retired,married,primary,no,9007,no,no,cellphone,598,9816,yes
50,management,single,Graduate,no,5567,yes,no,unknown,274,5943,yes
31,technician,single,secondary,no,5040,no,no,cellphone,123,5728,yes
47,admin.,divorced,secondary,no,5136,no,yes,cellphone,70,5207,yes
38,self-employed,single,Graduate,no,5917,yes,no,unknown,260,6582,yes
46,management,single,Graduate,no,5593,yes,no,cellphone,190,5950,yes
42,blue-collar,married,primary,no,5505,yes,no,unknown,521,6109,yes
34,blue-collar,married,secondary,no,7542,yes,no,cellphone,228,8355,yes
37,management,married,Graduate,no,10355,no,no,telephone,466,10756,no
38,student,single,Graduate,no,5807,no,no,cellphone,74,6433,yes
59,retired,married,secondary,no,14976,yes,no,unknown,57,15590,yes
32,admin.,married,secondary,no,5000,no,no,cellphone,119,5338,yes
55,management,married,Graduate,no,5540,no,no,cellphone,124,6383,yes
35,blue-collar,married,secondary,no,5280,yes,yes,cellphone,65,5703,yes
56,management,divorced,Graduate,no,4941,no,yes,cellphone,127,5478,yes
27,admin.,married,secondary,yes,4483,yes,no,cellphone,172,4902,yes
42,unemployed,single,secondary,no,7613,yes,no,cellphone,174,7882,yes
42,student,married,unknown,no,4993,no,no,telephone,41,5939,yes
41,blue-collar,married,primary,no,5000,yes,no,unknown,232,5867,yes
53,retired,divorced,secondary,yes,4800,no,yes,unknown,161,5333,yes
67,retired,married,primary,no,7301,no,no,cellphone,124,7790,yes
53,housemaid,married,primary,no,5104,no,yes,unknown,701,5434,no
33,blue-collar,married,primary,no,5191,yes,no,unknown,162,6046,yes
31,technician,single,unknown,no,5694,yes,no,unknown,431,6051,yes
31,admin.,married,secondary,no,5212,yes,no,cellphone,191,5966,yes
30,management,married,Graduate,no,6882,yes,no,cellphone,249,7292,yes
48,blue-collar,married,unknown,no,5131,yes,no,unknown,189,6007,yes
30,technician,single,secondary,no,5175,no,no,cellphone,167,5293,yes
43,technician,single,Graduate,yes,5000,no,no,cellphone,73,5362,yes
38,management,divorced,Graduate,no,9425,yes,no,unknown,162,9457,yes
46,unemployed,married,secondary,no,8533,yes,no,cellphone,235,8572,yes
59,blue-collar,divorced,secondary,no,8573,no,no,cellphone,44,9480,yes
44,management,divorced,Graduate,no,5476,yes,yes,unknown,127,6024,yes
35,blue-collar,married,secondary,no,6257,yes,no,cellphone,93,6406,yes
55,blue-collar,married,unknown,no,5023,no,no,cellphone,143,5492,yes
39,management,single,Graduate,no,5000,yes,no,cellphone,81,5835,yes
36,services,single,secondary,no,5398,yes,yes,unknown,77,5592,yes
33,blue-collar,married,secondary,no,5745,yes,no,unknown,115,6318,yes
48,management,single,Graduate,no,13106,no,no,unknown,125,13711,yes
33,management,single,Graduate,no,5000,no,no,cellphone,53,5358,yes
67,retired,married,unknown,no,5696,no,no,telephone,77,6640,yes
48,unemployed,divorced,secondary,no,6266,yes,no,telephone,45,6533,yes
57,management,married,Graduate,no,7416,no,no,cellphone,74,7811,yes
31,housemaid,married,primary,no,5025,no,no,cellphone,169,5823,yes
30,student,single,Graduate,no,12513,no,no,cellphone,269,12857,yes
56,entrepreneur,divorced,primary,no,5029,no,no,cellphone,52,5779,yes
26,blue-collar,married,primary,no,10116,yes,no,cellphone,246,10461,yes
44,management,married,secondary,no,3254,yes,no,unknown,218,3522,yes
44,technician,divorced,secondary,no,5014,no,no,cellphone,167,5544,no
31,management,married,Graduate,no,9148,yes,no,cellphone,316,9530,no
47,self-employed,married,unknown,no,5014,yes,no,cellphone,142,5458,yes
30,admin.,single,secondary,no,5105,yes,no,cellphone,75,5477,yes
37,management,married,Graduate,no,5767,no,yes,cellphone,204,6047,yes
56,admin.,divorced,primary,no,5000,no,yes,cellphone,542,5447,yes
43,management,single,secondary,no,4772,yes,yes,unknown,122,5509,yes
42,services,married,secondary,no,5508,yes,no,unknown,70,5951,yes
60,management,married,secondary,no,5725,yes,no,cellphone,266,6133,yes
34,blue-collar,married,unknown,no,5041,yes,no,cellphone,34,5464,yes
34,management,single,Graduate,no,5184,no,no,cellphone,203,6017,yes
41,management,married,Graduate,no,5251,no,yes,unknown,85,5420,yes
38,management,divorced,secondary,no,4983,no,no,cellphone,11,5563,yes
23,services,married,secondary,no,4981,yes,no,unknown,13,5384,yes
33,management,married,Graduate,no,6064,yes,no,cellphone,562,6541,no
36,blue-collar,married,secondary,no,5777,yes,no,cellphone,185,6403,yes
49,unemployed,married,Graduate,no,5377,no,no,cellphone,158,6353,yes
34,admin.,divorced,secondary,no,5479,yes,no,cellphone,515,5807,no
40,technician,divorced,secondary,no,4625,yes,no,cellphone,60,4717,yes
72,retired,married,primary,no,5796,no,no,cellphone,173,6268,yes
43,technician,married,secondary,no,5017,yes,no,unknown,353,5265,yes
44,blue-collar,married,secondary,no,6071,yes,no,cellphone,143,6763,yes
35,admin.,married,secondary,no,5000,yes,no,cellphone,18,5958,yes
46,admin.,divorced,secondary,no,12378,no,no,cellphone,466,12951,yes
55,admin.,married,secondary,no,5865,yes,no,cellphone,85,5888,yes
50,technician,divorced,secondary,no,4299,yes,yes,cellphone,148,5004,yes
23,blue-collar,single,unknown,no,5817,yes,no,cellphone,123,6294,yes
34,student,married,unknown,no,6387,no,no,cellphone,121,6765,yes
40,blue-collar,married,secondary,no,5000,yes,yes,unknown,245,5378,yes
61,retired,married,secondary,no,7917,no,no,cellphone,215,8181,no
53,technician,married,secondary,no,9541,yes,no,unknown,190,9579,yes
57,technician,married,secondary,no,5000,no,no,unknown,44,5859,yes
28,blue-collar,married,secondary,no,9287,no,no,cellphone,171,9363,yes
25,admin.,married,secondary,no,5242,yes,no,cellphone,62,5263,yes
38,blue-collar,married,secondary,no,5171,yes,yes,unknown,172,5746,yes
27,services,single,secondary,no,5259,yes,no,unknown,78,5886,yes
45,blue-collar,married,secondary,no,5827,yes,no,unknown,319,6173,yes
31,services,single,secondary,no,5469,no,yes,cellphone,111,5679,yes
39,blue-collar,married,primary,no,7226,yes,no,unknown,158,7953,yes
42,technician,married,secondary,no,5000,no,no,cellphone,82,5818,yes
46,management,married,Graduate,no,5477,yes,no,unknown,128,5968,yes
36,services,married,secondary,no,5042,yes,no,unknown,102,5302,yes
30,management,single,Graduate,no,5775,yes,no,unknown,124,6429,yes
32,blue-collar,married,secondary,no,5009,yes,no,cellphone,334,5223,yes
52,technician,married,Graduate,no,7557,no,no,cellphone,134,7808,no
31,management,married,Graduate,no,7395,no,no,cellphone,218,7956,yes
60,management,married,primary,no,9895,no,no,unknown,313,10521,yes
35,blue-collar,single,secondary,no,5376,yes,yes,unknown,207,6009,yes
38,management,married,Graduate,no,5389,yes,no,unknown,262,6148,yes
46,management,divorced,Graduate,no,5134,no,no,cellphone,134,5340,yes
45,entrepreneur,divorced,Graduate,no,6273,yes,yes,unknown,197,6584,yes
59,services,married,secondary,no,5000,yes,no,cellphone,214,5207,yes
34,management,married,Graduate,no,7892,yes,yes,cellphone,1165,8578,yes
33,technician,divorced,secondary,no,5000,yes,no,cellphone,177,5388,yes
46,management,single,secondary,no,5295,yes,no,unknown,141,6181,yes
48,admin.,married,secondary,no,5292,yes,yes,cellphone,164,5730,yes
31,services,single,secondary,no,5085,no,no,cellphone,151,5120,yes
32,technician,married,secondary,no,5004,no,no,cellphone,145,5911,yes
35,blue-collar,divorced,primary,no,4413,yes,no,unknown,111,4493,yes
36,blue-collar,single,primary,no,5367,no,no,cellphone,217,6109,yes
52,management,married,Graduate,no,3776,yes,no,cellphone,253,4063,yes
45,management,divorced,Graduate,no,5959,no,no,unknown,74,6208,yes
34,management,married,Graduate,no,5000,no,no,cellphone,263,5194,yes
25,blue-collar,married,primary,yes,4411,yes,no,unknown,233,4792,yes
26,management,single,Graduate,no,4992,no,no,cellphone,402,5931,yes
57,management,married,unknown,no,5000,no,no,cellphone,585,5324,yes
48,management,married,primary,no,5247,yes,yes,unknown,145,5961,yes
48,technician,married,unknown,no,10543,no,no,unknown,143,10875,yes
32,blue-collar,married,primary,no,5642,no,yes,cellphone,524,6305,yes
58,retired,married,secondary,no,5011,no,no,cellphone,270,5793,yes
57,management,married,primary,no,4774,yes,no,unknown,272,5724,yes
31,entrepreneur,married,Graduate,no,10191,no,no,cellphone,187,11033,yes
33,blue-collar,single,secondary,no,4680,no,no,cellphone,268,4838,yes
53,entrepreneur,married,Graduate,no,7289,yes,yes,cellphone,183,8021,yes
36,admin.,married,secondary,no,5725,yes,no,cellphone,123,6675,yes
32,technician,single,Graduate,no,5705,yes,no,cellphone,20,5709,yes
45,blue-collar,married,secondary,no,5776,yes,no,cellphone,232,6249,yes
35,unemployed,married,Graduate,no,5816,yes,no,cellphone,547,5954,yes
41,services,married,secondary,no,5171,no,no,cellphone,71,5484,yes
54,services,married,secondary,no,5812,no,no,cellphone,113,6312,yes
49,services,married,secondary,no,5823,no,no,cellphone,780,6470,no
28,technician,single,secondary,no,6453,yes,no,cellphone,246,7173,yes
24,blue-collar,single,unknown,no,5431,yes,no,unknown,108,5965,yes
30,admin.,single,secondary,no,6009,yes,no,cellphone,253,6637,yes
32,self-employed,married,primary,no,5286,yes,no,cellphone,175,6200,yes
53,entrepreneur,married,Graduate,no,27370,yes,no,unknown,106,28026,yes
42,blue-collar,married,primary,no,7111,yes,no,cellphone,86,7516,yes
48,blue-collar,married,primary,no,10366,yes,no,unknown,248,10503,yes
33,technician,married,secondary,no,5181,yes,yes,telephone,265,5992,yes
31,blue-collar,divorced,secondary,no,4548,yes,no,unknown,182,5470,yes
56,unemployed,divorced,primary,no,6770,no,no,cellphone,916,6837,yes
58,retired,married,primary,no,5000,no,no,cellphone,506,5552,yes
37,admin.,single,secondary,no,4704,yes,no,cellphone,81,4882,yes
59,management,married,primary,no,7358,yes,no,cellphone,30,7609,yes
50,management,single,Graduate,no,6200,no,no,cellphone,904,6571,no
39,housemaid,single,primary,no,5109,yes,no,unknown,699,5574,yes
30,technician,married,secondary,no,5616,yes,no,cellphone,19,5884,yes
47,services,divorced,secondary,no,9906,yes,no,unknown,389,10600,yes
44,self-employed,married,secondary,no,5313,no,no,cellphone,211,5743,yes
38,blue-collar,married,primary,no,5290,yes,no,cellphone,283,5669,yes
50,management,married,Graduate,no,6240,no,no,cellphone,474,6313,yes
27,admin.,single,Graduate,no,8672,yes,no,cellphone,157,9361,yes
73,retired,married,secondary,no,5019,no,no,cellphone,509,5866,yes
46,blue-collar,married,primary,no,5143,yes,no,unknown,279,5350,yes
56,retired,divorced,secondary,no,5212,no,yes,telephone,27,5724,yes
36,management,married,Graduate,no,5009,no,no,cellphone,386,5348,no
33,blue-collar,married,primary,no,8074,no,no,cellphone,679,8232,yes
40,management,married,Graduate,no,6734,yes,no,unknown,169,7569,yes
52,management,married,Graduate,no,5575,no,no,unknown,315,6433,yes
51,blue-collar,married,secondary,no,5397,yes,no,cellphone,293,5429,yes
33,blue-collar,married,secondary,no,5640,yes,no,cellphone,439,6177,yes
54,services,married,secondary,no,5158,yes,no,unknown,198,6147,yes
44,management,married,secondary,no,7984,yes,no,unknown,770,8060,yes
50,entrepreneur,married,secondary,no,6011,yes,no,telephone,340,6296,yes
45,blue-collar,single,secondary,no,5000,yes,no,cellphone,1472,5336,no
36,management,married,Graduate,no,6133,yes,no,cellphone,293,6289,no
42,technician,married,secondary,no,9945,yes,no,cellphone,311,10884,no
37,technician,married,secondary,no,5712,yes,no,cellphone,291,6290,yes
28,services,single,secondary,no,4573,yes,yes,unknown,965,5569,yes
56,admin.,married,secondary,no,7146,no,yes,unknown,594,7691,yes
59,admin.,married,secondary,no,5092,yes,no,cellphone,139,6060,yes
